Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,master\data-raw\data_test_20180101_20190930.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
eerie-plot,722ac12,branch_commit,2023-12-16T14:12:25,,,0.832168,0.0080923,1.3477046,1.1855659,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8279037,0.0088149,1.5675497,1.1772712,start 2018-01-11 07:59:00,end 2019-09-19 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,8e27374c049e4d06832467fbeccc2ead,ef93c6b4be3f5c00ef7d85de529cb59a,2c3043f964bce0d9d786b13ffae584ef,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
chewy-amyl,9ae3c01,branch_commit,2023-12-16T14:11:23,,,0.9540248,0.008091,1.5967133,1.350659,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.9631544,0.0087903,1.9197933,1.3640544,start 2018-01-11 07:59:00,end 2019-09-23 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,1b8211e18c03bfe4ccb384c7acf5a292,5891a2217fc3e00fbf71c03e620334fc,f27be5f1fc55afe05f64b7d7a4468485,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
baked-flex,08d62e5,branch_commit,2023-12-16T14:10:13,,,0.5935634,0.0080899,0.8362827,0.8408405,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6511281,0.0088184,1.1867642,0.9249387,start 2018-01-11 07:59:00,end 2019-09-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,30c92cd5c2265f4e9a45e7f9df581c94,ee77800bb8f8797764be37f5643b47fe,7c8cfc6d24f6bb3298909f4429452840,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
sleek-lamb,5020781,branch_commit,2023-12-16T14:08:59,,,0.701945,0.0080908,0.8518163,0.9909344,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5829188,0.0088175,0.700735,0.8233346,start 2018-01-11 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,52d4f7ae805866a30de374f93bdb6b94,7d5395571b094f765acde3268598b20b,757dd6b1ffc90c1e90cdb0e142acd0a9,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
fiery-lush,5086727,branch_commit,2023-12-16T14:07:35,,,0.472835,0.0080927,0.4672338,0.6671617,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6317931,0.0088083,0.9457582,0.8945278,start 2018-01-11 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,2f4b4eaa09fde070cf4da00d237640e7,ed7b4d31e96f67662b5997c4caf829ed,155c756e6d26015835dbd82ed0f0814a,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
kacha-airs,4559fe5,branch_commit,2023-12-16T14:06:15,,,0.5073825,0.0080921,0.434521,0.7155748,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5743057,0.0088126,0.6646745,0.8120174,start 2018-01-11 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,a409f5123033563b973e9078fe8f14e0,c08a0f9b31bdb3632f88b8ed26517a4f,74253b83fd131a749ce5e1c24bfdd171,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
couth-dogs,e9db567,branch_commit,2023-12-16T14:04:45,,,0.6323817,0.0080939,0.7000816,0.8945696,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8488786,0.0088091,1.5076086,1.2056005,start 2018-01-11 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,c92c9f93326a99f9e598677218ae3e42,c8b65edee60d7938267aaa25b2a25695,e88b52164c776dea27bb9f48362a6d34,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
tutti-brig,97b0545,branch_commit,2023-12-16T14:03:01,,,0.9964799,0.00809,2.0044,1.4386364,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7606754,0.0088557,1.1906474,1.0890243,start 2018-01-10 07:59:00,end 2019-09-18 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,c0a28e9ac8d1f5904e5b80e53dda80a0,0b9aa5dc71d09e867510255b9f1edee5,51c7ecbfd96c82d5082d04aa686126b3,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
phony-ring,fb5890d,branch_commit,2023-12-16T14:01:43,,,0.5898536,0.008093,0.4425049,0.8420407,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4557068,0.0089032,0.3098958,0.6468975,start 2018-01-10 07:59:00,end 2019-09-11 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,21,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,d686b274e4e178c6264f74af0a948902,93181ed9f5196fe80dcb589e8cf06f40,f7b5a6cc837bef05b2815308a2be9cb4,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
warty-pams,bf7b170,branch_commit,2023-12-16T14:00:38,,,1.0962548,0.0080921,2.333644,1.5904799,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7909593,0.008858,1.3462773,1.136347,start 2018-01-10 07:59:00,end 2019-09-18 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,a9a0d0c5873f890a11998364d972e47f,d367656c91daa99b26154e43b9d49a08,5ca15fe7d45f7ae72bcc31fa4d63c91a,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
radio-buck,7576029,branch_commit,2023-12-16T13:59:38,,,0.8843315,0.0080896,1.2515493,1.2718545,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7748255,0.0088356,1.1394478,1.1083694,start 2018-01-10 07:59:00,end 2019-09-22 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,e1eb3443f48484827c8dd9edf1e0623a,b2a23548935785a318fd97909a2bcc16,9b02917db2761df03b7e0634aa9f2f69,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
zinky-kefs,27e663f,branch_commit,2023-12-16T13:58:37,,,0.8139876,0.0080923,1.2159168,1.1775922,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7151697,0.0088589,1.1132603,1.0305462,start 2018-01-10 07:59:00,end 2019-09-25 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,40093b42b878e521d37a0bdce01a2840,aff306a41d3916f06992e4c8f9215a7f,3a0a4922b6f1b9ecc4f9a16e8126e14d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
wonky-nock,1b14305,branch_commit,2023-12-16T13:57:31,,,0.5681699,0.008091,0.4678237,0.8142623,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6249073,0.0088597,0.6782946,0.8953038,start 2018-01-10 07:59:00,end 2019-09-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,c12aaf7a16354bce66f20b7907280553,37a6563053b9f9638ada2222b7fa79af,760eefc96b4f95b2e08d5e6d2db4f3a9,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
upset-pith,93bcb7c,branch_commit,2023-12-16T13:56:27,,,0.5396686,0.0080917,0.5415851,0.7738778,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5383669,0.0088515,0.6474051,0.7733773,start 2018-01-10 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,baec02706e59a256108bec78c7b638e8,5e4b1c026335142c39cf3ae3ca122dae,e318e1d79479bd83007322fb44fd9682,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
prima-kerf,72b2d3f,branch_commit,2023-12-16T13:55:18,,,0.4924395,0.0080951,0.497409,0.7016553,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7697731,0.0088509,1.4615842,1.1020722,start 2018-01-10 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,ce78ec3d4a7d4c7979c9268a5d8c2e50,8cb72f860605b472248569fdc4b32d2e,2a51e2fdcf306b0ee7d1119321789530,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
regal-yack,0bbbb33,branch_commit,2023-12-16T13:54:01,,,0.4718046,0.0080948,0.3950813,0.6704315,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5848559,0.0088482,0.7298485,0.8337364,start 2018-01-10 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,98cf4b82c6a0d3414f3ceaf1103c7a45,dff7e8ee48c22537f9370c8098f34740,441ed78f2e9c401a511bfa46e883a3e8,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
flaky-sida,7b0dc78,branch_commit,2023-12-16T13:50:45,,Failed,0.8368425,0.0077472,1.2114507,1.1937264,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5708563,0.0084134,0.6367312,0.8048618,start 2018-01-19 07:59:00,end 2019-06-07 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,28,28,37,30,,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,1a079d50f9a5a639a7683c232f3c6fa1,c5b79717ff1d1bef8857a6083c446783,efb635a65e2d1bde1f367dc3b36ed625,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
soupy-buck,9d1f943,branch_commit,2023-12-16T13:50:43,,Failed,0.8368425,0.0077472,1.2114507,1.1937264,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5708563,0.0084134,0.6367312,0.8048618,start 2018-01-19 07:59:00,end 2019-06-07 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,28,21,37,30,,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,1a079d50f9a5a639a7683c232f3c6fa1,c5b79717ff1d1bef8857a6083c446783,efb635a65e2d1bde1f367dc3b36ed625,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
yummy-dita,8389c8f,branch_commit,2023-12-16T13:50:42,,Failed,0.8368425,0.0077472,1.2114507,1.1937264,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5708563,0.0084134,0.6367312,0.8048618,start 2018-01-19 07:59:00,end 2019-06-07 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,28,14,37,30,,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,1a079d50f9a5a639a7683c232f3c6fa1,c5b79717ff1d1bef8857a6083c446783,efb635a65e2d1bde1f367dc3b36ed625,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
