Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\06_wf_calculate_indexes.R,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
snaky-teat,c4116b0,branch_commit,2023-10-11T17:40:13,,,-1.587033,0.0032114,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,1b3cbe9aaee014a9b83043d85a0ee367,5570c0b4c890305190f8da95f5084b0b,79f8782dca3ea2fbe78efd9fca434409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

fresh-quad,3b709a1,branch_commit,2023-10-11T17:39:43,,,-2.1282372,0.0032118,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,73d5e8d76d835446180b0f92a29980b0,ebbab9c05981a649ffc55efcbae7452b,fcb8e26f9d310beac3f56ec036db712e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

unapt-miss,913a2b6,branch_commit,2023-10-11T17:39:02,,,-0.4916919,0.0032475,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,138559981af6c58dd94ac842764d6c27,0ec59b77e0742cbc1aafd9e9c18398f1,6c97d6add66d6f8cbec56cd9b1dc09a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

jerky-prad,0cf9c42,branch_commit,2023-10-11T17:38:41,,,-1.1867306,0.003259,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,6a4c97850d961337851f364017a430e8,37bdb17152c8ad5bef6e2aec9ec28598,2b21cbe198c28a59ff90d6c89fabaae9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

moony-sink,6788b6b,branch_commit,2023-10-11T17:38:18,,,-1.0263078,0.0032483,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,8dc824d3d2e0ee34b593d2564605ecd5,6a3e67b0808e3a1b48e39dc8c47d5277,a8284f62f5396888515bf8a246ebc920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

runny-mime,2ee9faa,branch_commit,2023-10-11T17:37:50,,,-1.2499862,0.0032248,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,0cf0d791279f6fd15abc18b96139b19a,563f45d061095c06d4f7d258b004e37a,b54a6a14a637c3f309b1b822de5f36be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

stray-line,ffdaf9f,branch_commit,2023-10-11T17:37:20,,,-0.9510823,0.0032401,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,2102b9e8d2c0bfca011cdc495829f259,5fb07f9f1baaccf7bde463f0c9906c49,9b744daf05484e0405865085f5124f01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bandy-bawl,b5fb2a3,branch_commit,2023-10-11T17:36:48,,,-1.0814135,0.0032342,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,7f67555cecddbf35dce577b8c8d3a990,380ee988bdef0fceb0a7f17cd6215a16,a95cffb3fc3b0284ee8ba7be643cfe22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

moody-rues,0ca9625,branch_commit,2023-10-11T17:36:22,,,-1.4718119,0.0032281,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,9f0dd53dc26aabe161ee2605d6031da0,6fa20ebb842ea4b374e4ce6863af5ce6,fe034e6348d6d78fbb2cfc9798fd0dc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

sulky-puck,84cdc0b,branch_commit,2023-10-11T17:35:51,,,-0.6882036,0.003292,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,b52032540a01887775ae8691db6e9fcc,b7a341f2b34f5b7b3861b1f702e30b2b,837cb877f836dcb6604f585bde9802b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

dowdy-agio,c6c7b95,branch_commit,2023-10-11T17:35:27,,,-0.6130626,0.0033061,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,8b33a4bf23e8f794f9f5d78f70398af0,096ffa580dc1ae4d84ac8943f3db0dcc,cfdfeac8f52848948b11fbe0ef98cad9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

goofy-weld,a70dc82,branch_commit,2023-10-11T17:35:16,,,-0.5908871,0.0032441,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,c9569fdd334cd8c71b91cc04b8bfa209,f0e088d7ae9d4578047a976e144c40c2,c50c68947ece886596a97b184a4c631b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

based-stud,f626c3b,branch_commit,2023-10-11T17:34:50,,,-0.5714891,0.0032723,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,555a1af9873ac7f8a44211d9063e080b,824e52f32268e40c713ddd8f289d26f0,508e74ca8645edcb36df639d9dfa9d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

jerky-kill,10d1770,branch_commit,2023-10-11T17:34:41,,,-1.3021547,0.0032459,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,98448ca7dfb1cc8a996b3360f627e871,7eee8da81e301b8c785f189530b65b58,64c5da62af987ca10d37ffcdff6c37b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

saved-wise,464832e,branch_commit,2023-10-11T17:34:16,,,-1.1422869,0.0032514,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,0359e8987ebb99f9faa05bf022bac12f,1bf20ad0c1f88bca1212c3c80559252a,19700c305d0c5d55107d32e8e9637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

shock-linn,6afcb05,branch_commit,2023-10-11T17:33:48,,,-1.3858457,0.0032452,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,f19ee2ca70a268c5740b89a51d6779be,bc5b6ddd47000e165935c8dafa583472,7b2dc7ba9bb20cab2a29d8e0cafd8d0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

flown-fuss,4d3b55f,branch_commit,2023-10-11T17:33:15,,,-2.1634662,0.0033536,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,e76f221fa8690f4790c7a546d2690e03,865e2593195fd60b620d73f4ee51c1ad,7d1e932eed76e44a4e6f69d6f30e8db1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

hempy-noma,a8129fd,branch_commit,2023-10-11T17:32:53,,,-2.6697025,0.0033001,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,010958f7c7d645efbe4b6d9d04a6c983,2f4bd84e826a1ad59253cd2781950605,18c53e3576a5dbe614f3ace0686666d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

duple-name,2be88dc,branch_commit,2023-10-11T17:32:32,,,-1.9249154,0.0033032,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,9f4069becf9e9169ab2c8b55a955d6bf,d5ad2d0c193592c61b6adcb3f4461e36,1d7911f40f6432fa3de8dcb5962d79bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

braky-loge,b2c5f91,branch_commit,2023-10-11T17:32:09,,,-1.1971914,0.0032968,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,d61337f00d2f1026bd2f6e42513f4b94,dfed4c4955a133d702c2b79990e16474,4cec250886845830f46efe8afae1675b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

comic-bras,8209473,branch_commit,2023-10-11T17:31:40,,,-1.746205,0.0032831,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,f082c4e97fcdcc472d46d7f5b5f5835a,486f55b7521798abda4f882ee404fcb2,f257140e23402e67d8a5d3111656e815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

stout-dhow,16991ac,branch_commit,2023-10-11T17:31:07,,,-1.7083925,0.0032835,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,a5e36a73d6eedcc57d162cfb6271e3f1,b2019c80298aab54bcc50eb8fe14c032,c46c46f16797d76cd77792de6dd0ed42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

lowse-nuke,1dcc774,branch_commit,2023-10-11T17:30:40,,,-2.1874521,0.0032833,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,4104b184ec455ac8706edcb4785abbf1,344f819269b47daddacb2d05205cf7a2,7b1b29fd437459d3280ae8f995ce1d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

